,Profession,Income,Credit_card_number,Expiry,Security_code,Fraud
2971,ENGINEER,43754,2272215762230747,11/31,921,0
1920,DOCTOR,86185,4939058523270,09/25,430,0
9470,DOCTOR,8379,4857036594339277,08/34,968,1
3812,DOCTOR,37621,3503681255186721,11/33,923,0
4044,LAWYER,99373,676306574705,10/29,62,1
5822,ENGINEER,22096,6011468758146636,07/25,3916,0
6697,ENGINEER,73666,3582299166697175,04/32,79,0
2146,DOCTOR,88997,4990880340284,02/29,217,1
2635,LAWYER,43495,6011408869540368,03/27,497,0
2759,DOCTOR,62069,38988477441325,01/25,44,1
6079,DOCTOR,5461,4901926221190240,02/34,428,1
9554,LAWYER,99018,579865506532,01/26,658,1
2663,DOCTOR,71084,4105852058504580,12/31,201,0
2993,DOCTOR,16543,2470051411441793,04/32,273,0
7761,DOCTOR,14232,2275182845091883,07/25,22,0
1938,DOCTOR,34668,3556853334900408,11/26,90,0
6299,LAWYER,94549,2450549896304075,02/28,542,1
9998,DOCTOR,90620,4827611166572112,01/33,180,1
6584,DOCTOR,23006,30432716117600,06/26,475,0
2273,DOCTOR,35737,2456153975555253,07/26,397,0
5029,DOCTOR,4066,3502522236870333,03/27,342,0
5797,DOCTOR,9941,180005970550209,03/27,561,1
1157,ENGINEER,42244,30483903230714,04/26,865,0
6119,DOCTOR,93930,6532791743080770,07/32,995,1
2034,DOCTOR,53384,213199697055377,04/28,948,0
8012,DOCTOR,7981,36015895845093,11/33,125,0
6102,LAWYER,14270,4005455823189181,12/32,535,0
3130,DOCTOR,66511,4819025383547,09/25,486,1
9833,DOCTOR,41382,3576438331497719,05/34,822,0
9216,ENGINEER,69455,2549083210055984,06/33,372,0
9835,LAWYER,956,4581148988871,04/28,160,0
1518,ENGINEER,12206,4682303513094250963,04/29,534,0
8529,DOCTOR,5923,3521511318119815,09/28,812,1
7575,LAWYER,27385,4175122580708876,08/27,314,0
7999,ENGINEER,6831,6516861144515136,05/30,899,0
3055,ENGINEER,89309,6584369501572309,01/32,928,1
1628,LAWYER,78468,180021664793633,08/26,8433,0
6151,ENGINEER,3804,2248834011629979,01/29,853,0
2647,DOCTOR,97642,3546440661030067,09/32,242,1
8773,DOCTOR,94465,4000634041228,02/26,429,1
6460,ENGINEER,38505,501897943764,04/26,131,1
5673,ENGINEER,98693,6011108711330923,04/32,948,0
205,LAWYER,29859,213135180772243,04/27,263,0
2007,DOCTOR,46655,4782331739507,10/33,592,0
2132,LAWYER,72895,30339777840618,10/31,4613,0
2376,DOCTOR,14375,344402654893026,10/26,457,0
6062,DOCTOR,74104,4429729296522,12/28,88,0
4381,ENGINEER,85153,370176587830704,01/32,191,1
5345,ENGINEER,91648,2225279683025121,05/25,290,0
2941,LAWYER,45492,180082627111982,11/31,620,0
4460,LAWYER,88071,4189599108761400,01/31,843,0
2922,LAWYER,41476,4668625643994,03/25,1851,0
9648,LAWYER,32717,4805510262780288,05/29,7281,1
375,LAWYER,89825,2232524962440561,08/33,877,1
9789,ENGINEER,54636,4796907630651300656,01/31,689,0
5637,LAWYER,48962,4469526657174462,10/32,362,0
6512,ENGINEER,38416,180091289141153,01/31,502,0
9679,ENGINEER,98619,4207742496729476,05/30,3636,1
7385,LAWYER,97015,3502640233172071,04/30,561,0
8701,LAWYER,73514,2236163776579243,06/32,661,0
5873,DOCTOR,76121,4894390865402095497,02/30,707,0
8242,ENGINEER,31853,4859622356728,07/31,374,1
9438,DOCTOR,68046,349257483272023,12/32,402,0
2526,DOCTOR,99470,2385102411582799,03/29,905,0
5894,ENGINEER,96807,4396601410151736149,08/27,407,1
4635,ENGINEER,8189,180091159421636,03/27,326,1
1842,DOCTOR,18776,3517557580621745,05/25,199,0
3639,LAWYER,38439,4088626135645222067,04/32,28,0
2073,LAWYER,45027,676225452314,12/30,795,1
7331,DOCTOR,986,4663285923284100,05/32,841,1
8776,DOCTOR,82104,4059322434164573499,03/25,514,1
6031,LAWYER,11332,564244226036,07/33,74,0
1800,DOCTOR,41024,3557603612807646,11/27,84,1
8297,DOCTOR,98814,180039996387544,11/28,323,1
7181,ENGINEER,99097,3566012192050677,06/32,1611,1
1960,DOCTOR,2481,4105746126322416350,11/31,217,0
4775,LAWYER,2913,6562302924784306,01/31,131,1
226,ENGINEER,88193,180064162026379,09/34,520,1
2176,DOCTOR,71114,4103040592816,03/34,869,0
5600,ENGINEER,96987,370350989172011,04/26,41,1
495,DOCTOR,43920,639015856094,07/25,309,1
8487,ENGINEER,64510,3523484800710467,10/30,741,0
1480,LAWYER,71413,4598816309214,11/29,963,0
6080,DOCTOR,32713,379843353383058,09/26,81,0
4417,DOCTOR,86128,6506670964957399,10/28,648,0
5460,DOCTOR,59425,4391339128425072,08/29,938,0
5749,DOCTOR,97724,347549500952377,09/26,490,1
5007,LAWYER,88609,30393325256959,10/34,169,0
6231,ENGINEER,1823,3567746736035244,11/32,955,1
3797,LAWYER,30635,4595106222238733,10/25,270,0
9751,ENGINEER,27981,180045121972738,11/28,342,0
496,ENGINEER,83247,2251290685836552,02/32,128,0
96,LAWYER,19204,4711633310713188932,05/30,3416,0
6996,ENGINEER,42768,4314708541516891628,01/32,932,0
4481,LAWYER,6905,4910293601989843,04/33,605,0
7845,LAWYER,48505,370851205334749,10/33,257,0
7776,DOCTOR,1765,4886021280038133071,09/32,77,0
7934,LAWYER,77634,180028219984393,06/29,452,0
9538,ENGINEER,8308,4338409868962653,05/30,856,0
3162,LAWYER,26091,4014108382950,05/34,245,0
5332,LAWYER,11528,4687532685444287,04/25,169,0
9432,LAWYER,85644,4752642114403375988,12/27,163,1
3797,LAWYER,30635,4595106222238733,10/25,270,0
7774,ENGINEER,74351,4541558228083460,07/27,71,0
1038,LAWYER,77534,38052514414330,05/32,824,0
1181,ENGINEER,75501,373179314469165,10/34,980,1
4059,DOCTOR,19963,6561284466754403,02/26,878,0
3065,DOCTOR,9529,4434446783226569,03/32,442,0
5397,ENGINEER,83234,2317263424599163,11/30,15,0
3296,LAWYER,43415,3586053306035150,12/24,905,1
1008,DOCTOR,41083,4642901123758258623,01/33,426,0
8574,LAWYER,9720,4880573568863,02/25,937,0
6084,ENGINEER,6838,3591393354229849,06/34,150,0
8430,DOCTOR,32665,30556270556587,09/30,746,0
7762,LAWYER,70025,3548583793607761,10/25,369,0
6501,LAWYER,12551,6533833876504850,05/31,351,0
3601,LAWYER,31260,3570499979884150,08/27,781,1
1472,ENGINEER,40212,3546564564290401,12/24,804,0
5715,LAWYER,26646,213102199332872,04/34,68,1
1947,DOCTOR,12044,4926308070827188693,12/26,873,0
3666,LAWYER,39075,180050919644648,02/30,90,0
5945,LAWYER,44019,213164222500727,08/32,332,0
4578,DOCTOR,44443,4864458939423,03/27,801,0
2672,DOCTOR,99693,4838674153303575,05/27,772,0
640,ENGINEER,37152,213160315666185,11/33,529,0
6757,LAWYER,27778,5127219704563173,08/31,360,1
1372,LAWYER,81361,375432857269346,12/28,574,1
4277,DOCTOR,96723,36799107644259,02/25,147,0
47,DOCTOR,35273,30280051238568,05/33,203,1
7931,LAWYER,81711,2272995327943591,06/25,681,0
8040,LAWYER,31044,4171743463818666,10/29,643,0
9956,ENGINEER,39245,3540263840184373,04/27,439,0
9249,ENGINEER,52281,2299192252724530,05/29,671,1
4388,LAWYER,58950,4234742967410177111,02/33,286,0
9992,ENGINEER,95752,348669834803705,08/27,409,0
2786,DOCTOR,4761,503880720589,05/29,562,1
5454,LAWYER,45005,4067271021060,12/31,191,0
1684,LAWYER,11524,180070574024050,08/33,241,0
5442,ENGINEER,9249,30436566585113,12/33,708,0
6817,DOCTOR,96745,4538635932552389,09/32,652,1
3587,DOCTOR,36252,343513168045290,08/29,546,1
9449,DOCTOR,96081,213110458313392,06/28,362,0
2378,DOCTOR,86693,2290502790294425,12/24,364,0
7610,ENGINEER,42252,3519563575201061,08/25,195,0
5275,LAWYER,710,3571434295746915,03/28,975,0
928,ENGINEER,5548,3515966137087205,02/33,244,1
8273,ENGINEER,61809,3517206047241537,08/27,654,0
7585,DOCTOR,50005,3581825310969119,01/25,999,0
6473,DOCTOR,71144,4538814300546709,04/31,949,0
1750,LAWYER,29109,3515118136262682,03/32,40,0
552,ENGINEER,39775,4657487172584861,09/28,498,0
5239,DOCTOR,87255,4477786201274917,10/25,903,0
5770,LAWYER,55828,4159802591732992118,11/26,607,0
176,DOCTOR,890,30054638400318,08/28,915,0
6552,ENGINEER,36496,676253726811,01/28,175,0
1661,LAWYER,80689,4304675686432,01/30,64,0
1608,DOCTOR,83826,2716572577128571,10/32,357,0
3518,DOCTOR,91905,4130908064356,03/26,617,0
9315,ENGINEER,95772,3586653391994342,11/26,522,0
8582,LAWYER,84545,180058825947963,03/28,264,0
5939,DOCTOR,5007,4801491933734844,08/33,824,0
6393,DOCTOR,91261,213198628458643,01/32,679,0
7637,ENGINEER,14725,30218797435684,01/31,614,1
749,LAWYER,97483,60418392563,07/31,898,0
1384,ENGINEER,80093,3543178112926771,09/33,919,0
4268,DOCTOR,18556,4787735497255283,04/32,701,1
900,ENGINEER,22577,30387845527188,07/34,919,0
9467,DOCTOR,23933,4992906669653792,08/33,655,0
6201,ENGINEER,47995,36686818982286,12/27,148,0
5519,DOCTOR,52536,4015095966346890595,02/25,625,1
8282,DOCTOR,37340,4391006534488004194,03/28,819,1
2323,LAWYER,85198,4968563858061392,07/29,926,0
7141,ENGINEER,17827,4992753217236393,12/33,531,0
8698,LAWYER,77977,2298855800598322,11/25,469,0
8419,LAWYER,8731,2570486850547362,07/34,1573,0
9798,DOCTOR,36301,30170624049750,06/26,144,0
6899,ENGINEER,28288,4157557554948903,05/33,198,0
2890,DOCTOR,61685,587002754022,06/34,438,1
9599,DOCTOR,82273,3500290896696487,08/34,855,0
7080,LAWYER,35531,4205598424093639,01/25,739,0
3780,DOCTOR,95054,2495749337503387,04/31,421,1
3693,LAWYER,1375,4191772017964235,04/28,971,0
4267,DOCTOR,97209,4174465940871,05/25,495,0
8881,LAWYER,60879,30401320485612,01/25,583,0
8225,LAWYER,49687,6597871526726054,02/30,1304,0
2809,LAWYER,32988,630473099822,08/27,425,0
8662,DOCTOR,56599,4790813275957,01/34,555,0
5011,LAWYER,81110,4246114111655549,11/31,980,1
2710,DOCTOR,35777,2265590839316219,09/25,517,1
1574,LAWYER,44801,3547690379288097,08/31,532,0
1938,DOCTOR,34668,3556853334900408,11/26,90,0
2179,ENGINEER,22233,4231209056084296050,02/27,376,0
4315,LAWYER,82540,5234933258943520,07/25,2848,0
121,ENGINEER,2760,180069397356913,05/30,794,1
3065,DOCTOR,9529,4434446783226569,03/32,442,0
462,LAWYER,97999,4778961502207,06/29,886,0
2131,LAWYER,85849,639023857472,04/25,706,1
8458,DOCTOR,31780,4615725981130453489,04/34,286,0
4337,DOCTOR,52098,374334610773872,05/26,673,0
9147,DOCTOR,86388,344747871154721,08/33,126,0
2060,LAWYER,93415,343147869926886,06/27,352,1
4897,LAWYER,12973,4731007190895238,01/29,663,0
2960,DOCTOR,44686,180023049014057,09/26,335,0
8049,ENGINEER,83264,6573291255607458,06/29,205,0
3005,LAWYER,67119,6011974375982089,01/31,911,0
7521,DOCTOR,16347,4644537038610338,09/30,900,1
3238,ENGINEER,86509,675964717135,01/27,1727,1
3408,LAWYER,10908,3508023623871400,04/30,13,1
7100,ENGINEER,84240,30567362665004,06/29,548,1
9947,LAWYER,8232,4648728239858,09/30,869,0
823,DOCTOR,92196,213180656123448,04/34,857,0
355,LAWYER,99152,4911059155063,03/28,640,0
7748,ENGINEER,76487,4772960629159137870,11/30,352,0
8445,LAWYER,1328,4166470572936095094,06/28,938,1
5496,DOCTOR,90759,6011666193866862,01/34,819,0
6793,DOCTOR,67887,4007635921929804004,02/29,810,0
1462,DOCTOR,16096,3533683963968790,12/27,765,1
8666,LAWYER,68133,4511104215819438,05/26,667,1
9789,ENGINEER,54636,4796907630651300656,01/31,689,0
792,LAWYER,15217,2571534602155023,10/33,72,0
7272,DOCTOR,86592,3554017354124990,01/29,869,0
3065,DOCTOR,9529,4434446783226569,03/32,442,0
7478,DOCTOR,55267,6011177585758022,11/25,437,0
6219,LAWYER,57132,3513938609637934,03/27,55,0
193,LAWYER,24666,4220789051745,07/34,335,0
5046,LAWYER,39643,6590970553509370,08/28,46,0
1069,LAWYER,68050,4997022847867372,06/31,647,0
940,LAWYER,30528,2691488688687570,08/29,15,1
5110,ENGINEER,15188,4810464262309164,04/33,319,0
1796,ENGINEER,2867,2265592196139895,09/27,8,1
8524,DOCTOR,39079,373337797973596,07/28,105,0
5608,ENGINEER,84885,3586758052392643,01/27,193,0
9325,ENGINEER,79894,4543436004637506974,01/31,539,0
137,DOCTOR,7929,4047991017196541,05/31,186,1
6685,LAWYER,53521,6011856831054878,04/28,452,0
4972,DOCTOR,27462,6588341576820141,07/26,799,0
2245,ENGINEER,11514,373196871106345,10/26,25,0
4978,DOCTOR,66690,213153074986126,12/27,611,1
1431,LAWYER,38106,213164856792996,07/25,190,1
8942,ENGINEER,46296,4273105711146,09/34,393,1
9412,LAWYER,44005,2226350740510352,06/31,962,1
7763,LAWYER,60042,4553450203678000117,04/28,398,1
6918,ENGINEER,85838,38029292966467,12/33,360,1
2413,LAWYER,14029,4850360299106949,12/33,912,0
3376,ENGINEER,79430,4243802843293547,07/26,278,0
4140,ENGINEER,20830,4684034324902385633,08/29,631,1
2894,DOCTOR,83557,2242348048939943,09/33,675,0
7211,ENGINEER,37256,4099482429279,07/31,124,0
1029,DOCTOR,17569,4049773866421156,03/34,518,0
4414,LAWYER,66810,6011993121797971,02/29,89,1
305,DOCTOR,15949,180092149822511,10/34,7877,0
4929,LAWYER,31406,60471802094,09/28,6825,0
1601,ENGINEER,71053,565856945995,04/30,139,0
3555,LAWYER,53985,4008510205451544008,07/33,377,0
7960,DOCTOR,8797,4089561629678990348,07/30,232,0
1681,DOCTOR,97752,4259804917071589718,11/29,978,1
6543,ENGINEER,28269,180061823403575,01/28,581,0
7688,LAWYER,67486,675929018041,10/34,21,0
7516,DOCTOR,85767,180028931499472,01/34,913,0
6657,ENGINEER,81584,2303223645157924,10/26,90,0
2980,LAWYER,78637,4836818599670244,12/28,628,1
548,ENGINEER,80411,3504066488582376,02/30,458,0
5528,DOCTOR,81798,38548448199145,03/31,27,0
3424,LAWYER,66369,3559266008206191,07/31,456,0
4540,ENGINEER,10237,576820130812,05/34,9173,0
3044,ENGINEER,91490,30379458474519,10/34,620,0
3190,DOCTOR,23205,30325502670495,08/32,648,0
8334,LAWYER,30133,4472928775748182,12/26,94,0
3815,DOCTOR,90619,30517153481616,12/29,780,0
7114,DOCTOR,52248,375383374429089,08/25,454,0
2184,LAWYER,95032,372723097657479,11/24,852,0
9799,ENGINEER,71638,4874030270188321,05/29,508,0
7025,DOCTOR,21064,3566924475270444,07/26,6331,1
367,ENGINEER,20261,3514683681769838,02/26,570,0
6178,ENGINEER,3204,4547444023457,10/34,140,0
7891,ENGINEER,61955,4196597152843802,06/29,404,1
4663,LAWYER,19158,30336826391114,01/27,993,0
3903,LAWYER,99147,30423234650917,01/30,399,0
154,DOCTOR,60303,501891228964,09/32,897,0
9004,ENGINEER,1298,6011118581991522,05/27,892,1
6539,LAWYER,77830,4986068194895857,07/25,691,0
6154,ENGINEER,24907,5262137183240904,09/25,416,0
7629,ENGINEER,32332,30388815545119,12/26,286,0
4997,LAWYER,61506,4249688786046807915,01/30,832,0
9377,DOCTOR,51472,4373802276227,06/26,846,0
4070,LAWYER,40392,2703161286494865,02/34,696,1
6528,DOCTOR,35218,4200874854236332909,09/31,42,0
5900,LAWYER,14814,30411998144532,10/26,575,1
2482,DOCTOR,16075,6530178266145929,10/25,927,1
3167,DOCTOR,69168,349234956237031,11/31,960,0
6132,ENGINEER,31565,4246141640640973,12/26,7584,1
2849,LAWYER,46112,6582370744307703,11/31,393,0
422,DOCTOR,51200,3553635464439965,09/26,314,0
3735,ENGINEER,12579,344419130227611,11/33,608,1
5561,ENGINEER,57991,4964489990666,09/33,145,0
5760,ENGINEER,69644,30515663215425,11/32,490,0
2640,DOCTOR,49296,4868905210528280,07/27,4837,0
3190,DOCTOR,23205,30325502670495,08/32,648,0
3792,ENGINEER,17704,4126104396808306,10/34,528,0
8054,ENGINEER,41763,4616933074862605355,05/26,9887,1
7999,ENGINEER,6831,6516861144515136,05/30,899,0
2356,LAWYER,18073,6011143846175612,03/34,843,0
4351,LAWYER,17446,345984293917026,09/33,458,0
2773,LAWYER,30894,676101391263,07/28,884,1
3531,DOCTOR,96255,4250052220131619,07/29,522,1
3010,DOCTOR,49617,4842348732653,07/32,518,0
923,DOCTOR,61988,2704612943890480,03/30,381,1
6624,ENGINEER,31069,3529260575241456,10/30,813,0
6880,DOCTOR,88008,3526366974634820,05/28,598,1
6360,DOCTOR,2950,36708030530907,01/31,55,0
4757,DOCTOR,73054,639045844649,10/32,968,1
574,ENGINEER,11230,6548495880629231,10/28,41,0
8312,ENGINEER,69872,3515983056447120,09/32,103,0
9866,ENGINEER,25979,4509091311361,07/26,543,0
7245,DOCTOR,55776,6534074107139203,10/30,621,1
1947,DOCTOR,12044,4926308070827188693,12/26,873,0
5533,ENGINEER,65744,3538979766327126,05/27,582,0
1127,ENGINEER,21788,4802094969320303,12/30,627,0
5745,LAWYER,27708,60458511726,08/29,8692,1
5335,LAWYER,85779,6544547740745328,09/25,758,1
3037,DOCTOR,4476,4730095747598729,12/33,3952,0
5253,LAWYER,49324,4693371189498974,06/31,880,1
7827,DOCTOR,81134,38590571284120,06/33,210,0
7104,DOCTOR,99425,6507796046500441,06/26,739,0
3021,LAWYER,53424,180038258162587,03/34,261,0
3332,DOCTOR,36745,676252554339,03/29,996,0
5739,LAWYER,99868,3579776911047736,11/28,793,0
6676,DOCTOR,59671,584185204552,07/27,89,1
1583,ENGINEER,72230,4281146674900,10/28,910,0
1138,DOCTOR,245,5359190232944814,01/28,388,1
9362,ENGINEER,28810,374537027085116,07/34,907,0
6623,DOCTOR,85354,3561092140292295,03/32,241,1
5006,ENGINEER,79982,4115836426314853,05/32,518,0
8387,ENGINEER,38779,2272540478568449,11/29,303,1
1079,ENGINEER,22053,5521066713929271,10/32,372,0
9183,DOCTOR,19942,4351026831578929,04/29,82,0
3470,ENGINEER,39662,3517088870608374,02/29,256,0
8873,ENGINEER,98730,3525729554111991,10/30,381,0
2904,LAWYER,18413,4588439404138,01/30,255,0
342,ENGINEER,79797,3581946770272198,08/32,234,1
722,LAWYER,13884,3596968984822934,08/32,961,0
6446,ENGINEER,38397,4512669045553182715,11/29,918,0
5000,LAWYER,62676,4422676962994355,03/34,77,0
9308,ENGINEER,90768,6550736122895758,05/34,585,0
1450,DOCTOR,73421,180032214203270,10/26,372,1
3019,ENGINEER,74389,630495646899,03/29,466,1
117,ENGINEER,97994,4091523393124790,04/30,172,0
3514,DOCTOR,10735,6011224847575396,09/31,754,1
4068,LAWYER,77759,4824119642281756,05/31,501,0
9625,DOCTOR,72055,3576962098241028,07/32,585,0
5416,LAWYER,34573,676180090380,11/29,469,1
42,DOCTOR,37159,6011824682411928,10/29,428,0
5813,DOCTOR,15725,2719801978120557,03/29,149,1
1508,LAWYER,89208,4128076989662921293,03/26,596,0
5053,DOCTOR,74268,2720942461010454,10/29,554,0
8346,ENGINEER,74142,370348752320809,05/34,4615,0
2707,LAWYER,11705,378109008644430,06/34,146,0
9835,LAWYER,956,4581148988871,04/28,160,0
2536,LAWYER,44,4345770425818238,09/31,355,1
533,DOCTOR,96305,4074581661264384,08/30,735,0
314,ENGINEER,82475,502032028487,06/28,246,1
9239,ENGINEER,50725,6553821160579220,07/32,4223,0
3772,LAWYER,73298,348338871295437,09/31,175,0
6930,LAWYER,79163,4255195966985675,04/31,14,1
6611,ENGINEER,85514,4881034059855077,10/26,197,0
6210,DOCTOR,55504,4643162018316628964,07/25,276,1
3021,LAWYER,53424,180038258162587,03/34,261,0
4880,DOCTOR,99773,3554811917108528,09/25,33,1
7823,DOCTOR,15676,4707898778766472,04/28,351,0
6269,ENGINEER,58735,5302655634755883,10/25,440,1
6840,ENGINEER,35227,2245280951753135,09/26,477,0
4735,ENGINEER,92168,4022964678858674,04/29,718,0
1874,LAWYER,86342,4046087529685013,03/26,766,0
3376,ENGINEER,79430,4243802843293547,07/26,278,0
7863,LAWYER,33780,3523693108796586,12/24,314,0
2461,LAWYER,73224,501806488117,09/29,708,1
640,ENGINEER,37152,213160315666185,11/33,529,0
6082,ENGINEER,45014,5150965285247111,12/30,908,0
4022,DOCTOR,74048,4439089710935085849,03/32,445,0
6106,LAWYER,89285,5179871986513933,04/33,198,1
1431,LAWYER,38106,213164856792996,07/25,190,1
4871,DOCTOR,88019,4987681712386768,10/27,5327,1
5627,DOCTOR,88052,4754875375075780,06/33,281,1
3758,LAWYER,78876,4300115994774,10/34,826,1
7468,ENGINEER,83815,6011294214476254,05/30,835,0
7666,LAWYER,2616,4749288024796731,11/29,563,0
3239,LAWYER,2314,6011359309849176,05/27,590,1
2213,LAWYER,82390,30325628264876,10/25,6007,0
7272,DOCTOR,86592,3554017354124990,01/29,869,0
2591,ENGINEER,44541,2231933320030298,11/32,228,0
8445,LAWYER,1328,4166470572936095094,06/28,938,1
1381,LAWYER,7597,4098535652366,07/31,56,0
484,ENGINEER,80193,213117246256916,06/25,525,1
7378,ENGINEER,40236,6515611725302680,06/29,5041,0
6981,DOCTOR,48020,30286562426311,11/28,167,1
9205,ENGINEER,87748,3501916579671152,05/25,297,0
8376,ENGINEER,17056,213172921830196,07/27,470,0
3251,LAWYER,82011,675984012947,08/26,645,0
8523,ENGINEER,98924,375019360037144,11/29,476,0
5184,ENGINEER,49264,4480468295205926,10/33,621,0
8812,LAWYER,30777,3565834035786865,09/25,368,1
8423,LAWYER,61236,30545226627808,11/28,717,0
5118,DOCTOR,96987,639054253732,10/28,175,1
3825,LAWYER,15318,566634119366,12/28,950,0
1413,LAWYER,51725,4141563815770107330,02/27,473,0
6374,ENGINEER,1649,6588942877378216,04/27,231,0
4872,ENGINEER,47306,30560583513202,08/31,432,0
2169,LAWYER,87511,3568145652463879,02/26,292,0
469,LAWYER,11904,6011535228435631,03/33,285,1
7586,DOCTOR,56681,180030744891143,02/29,526,0
3472,DOCTOR,61367,2256276945269341,02/33,2655,0
9020,DOCTOR,59303,6598394646721425,09/25,231,0
6382,DOCTOR,86910,379914555130868,03/31,370,1
9876,ENGINEER,27530,4857933678747798373,11/30,947,0
396,ENGINEER,36720,4222856514190494,04/30,109,0
4285,DOCTOR,40122,36407850395943,04/26,130,0
7357,ENGINEER,85682,4769365124391,02/27,178,0
7324,LAWYER,19370,2254513482423218,05/25,610,0
8649,ENGINEER,66224,344926997136461,07/33,496,0
4908,DOCTOR,58304,4873568766638679999,07/31,939,1
4559,LAWYER,16859,2271965638535882,09/34,34,1
4253,ENGINEER,70640,30071825578755,12/26,878,1
470,ENGINEER,50990,30595894322257,04/31,38,0
8000,LAWYER,99464,4585109494506,10/25,647,1
9705,LAWYER,91323,4126024877380619,06/26,290,1
1471,LAWYER,62235,379696136237946,05/28,881,0
8663,DOCTOR,38477,4663214398772431,04/28,164,1
8949,DOCTOR,1111,180004457254492,10/34,5259,1
9544,DOCTOR,93670,2423533764914672,06/31,161,0
8354,DOCTOR,89007,30184311314310,03/28,3484,1
7946,DOCTOR,43347,2271841794174750,08/29,425,0
463,DOCTOR,36962,4019120573418446,03/25,94,0
8343,LAWYER,50020,4454239755900567,02/25,914,0
7137,DOCTOR,77823,180041051676241,10/33,326,0
936,ENGINEER,44369,213162450322426,07/28,265,1
1723,DOCTOR,55512,4057120448407093360,03/34,452,1
947,ENGINEER,33546,4775353696993,04/30,170,0
9751,ENGINEER,27981,180045121972738,11/28,342,0
7501,DOCTOR,88725,4590073268746950,08/31,137,1
9929,ENGINEER,71338,6537012137440719,01/32,994,0
7409,ENGINEER,98519,4386789291002142397,10/34,278,0
8359,ENGINEER,9791,36022440166553,06/25,535,1
660,ENGINEER,67033,5282415050466380,11/29,10,1
2169,LAWYER,87511,3568145652463879,02/26,292,0
1695,LAWYER,24901,3547884939990173,08/33,705,1
8565,LAWYER,4338,3503492947649930,10/33,617,1
5267,ENGINEER,74977,4972113683169004,04/29,929,0
5890,DOCTOR,24165,3567962955269774,06/33,354,0
723,ENGINEER,39225,3592459705946602,02/32,976,0
6161,ENGINEER,1019,180089196339753,09/34,458,1
7189,DOCTOR,55230,4829205795276630767,01/25,3378,0
2562,ENGINEER,9906,213112471926762,07/26,357,1
4653,LAWYER,49384,4800893017928713869,05/26,595,1
3192,DOCTOR,96341,6589349213805259,08/28,318,0
3379,ENGINEER,96460,3570930147336343,08/30,211,0
5848,ENGINEER,44627,344900202054678,01/34,196,0
692,DOCTOR,11313,2271092144042418,04/34,80,0
9021,DOCTOR,97991,2275117959368867,06/28,94,0
4809,ENGINEER,33619,213163381335412,08/29,633,1
7163,ENGINEER,28390,6011183874478942,02/31,589,0
8093,LAWYER,72815,3567299419598187,06/27,421,1
6692,LAWYER,82523,4666746623357557190,09/29,302,1
8480,DOCTOR,91477,4972689020649857,09/31,340,0
3284,LAWYER,88889,3523053554808858,07/29,255,0
8271,ENGINEER,14193,4618454680744878286,04/32,7407,0
8238,DOCTOR,4474,6011360134152158,02/25,364,1
2999,DOCTOR,21583,2252227924538895,06/26,302,0
5824,DOCTOR,24943,4625351690847438341,09/29,400,1
4469,LAWYER,27347,213190615512417,09/28,122,0
587,ENGINEER,2620,6011086919430515,08/32,722,1
2955,ENGINEER,97333,370008710520623,07/25,937,1
5532,ENGINEER,72542,4872569480815,11/27,88,1
2563,DOCTOR,43317,676389595361,09/26,3740,0
4570,LAWYER,2079,344533664796062,10/33,163,0
2950,DOCTOR,96252,38098223051772,11/32,598,0
1272,ENGINEER,27778,639035384747,07/31,937,1
962,LAWYER,8440,6011955585385411,09/34,183,1
3198,DOCTOR,61622,3502812237611053,07/27,364,0
4012,LAWYER,73512,4155813343288253759,10/26,1689,1
7123,DOCTOR,90797,3556013213082162,10/33,916,0
7860,DOCTOR,50350,4613342366545,09/26,951,0
9938,ENGINEER,61193,30441578059891,08/31,257,0
1551,LAWYER,56840,4155336257058,07/30,650,0
1308,DOCTOR,87827,6512586303909036,05/29,174,0
5905,ENGINEER,46561,4086467092248,08/29,357,0
8221,LAWYER,69987,4918476897961,09/26,489,0
7506,DOCTOR,14357,3501968282976352,03/29,240,0
8635,LAWYER,4111,377524614153314,01/32,152,0
4440,ENGINEER,44787,3576168286691087,05/30,1,0
6391,LAWYER,85057,180091249166464,09/30,100,0
9093,DOCTOR,3359,501843398535,06/33,409,0
6492,DOCTOR,91634,4709912674623512739,01/26,369,1
8446,ENGINEER,14744,347145017117537,05/30,247,0
7933,LAWYER,7333,4556252904567663,07/29,997,0
8133,LAWYER,37562,5356911768737113,09/32,326,0
8196,LAWYER,47860,379788796565102,03/25,279,0
192,DOCTOR,81227,30431588803214,06/34,630,1
281,ENGINEER,44691,3584947014224851,09/25,995,1
1636,DOCTOR,26117,347045818828805,02/25,259,0
2868,DOCTOR,69421,180071206406368,04/25,7907,0
8400,ENGINEER,6313,4712534944561314,12/26,789,1
7157,LAWYER,9711,4980057140187,05/31,515,1
1581,ENGINEER,89918,3579087530105990,11/26,168,0
4326,DOCTOR,14391,3556976410653235,01/30,529,1
4241,LAWYER,59264,2289050283009762,01/34,928,1
3816,DOCTOR,6616,30329346622290,05/25,597,0
5420,ENGINEER,79013,3508113764105245,12/30,174,0
2494,DOCTOR,50343,4111027008866288,09/31,161,1
4735,ENGINEER,92168,4022964678858674,04/29,718,0
6949,LAWYER,75972,3509882616431715,07/32,422,0
5030,DOCTOR,45581,3580059068711629,02/26,535,1
5541,ENGINEER,67945,373783726701279,12/27,995,0
